Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item ID,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
TRANSFER,2,2,-2.210000038,9.81000042,Shipping on time,0,74,Toys,Caguas,Puerto Rico,XXXXXXXXX,Cassady,19744,Rose,XXXXXXXXX,Corporate,PR,3342 Bright Robin Stead,725,7,Fan Shop,18.21024323,-66.0370636,Pacific Asia,Ipoh,Malasia,19744,6/16/2018 17:16,85826,1361,1.730000019,0.150000006,189141,11.53999996,-0.230000004,1,11.53999996,9.81000042,-2.210000038,Southeast Asia,Perak,PENDING,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,6/18/2018 17:16,Second Class
DEBIT,2,1,226.3500061,452.6900024,Late delivery,1,68,Garden,Caguas,Puerto Rico,XXXXXXXXX,Sierra,18707,Bauer,XXXXXXXXX,Consumer,PR,7762 Rocky Carrefour,725,6,Outdoors,18.20992661,-66.03704834,Pacific Asia,Hobart,Australia,18707,6/1/2018 21:53,85827,1355,79.88999939,0.150000006,189142,532.5800171,0.5,1,532.5800171,452.6900024,226.3500061,Oceania,Tasmania,COMPLETE,,1355,68,,http://images.acmesports.sports/Lawn+mower,Lawn mower,532.5800171,0,6/3/2018 21:53,First Class
DEBIT,5,4,18.53000069,463.3399963,Late delivery,1,68,Garden,Caguas,Puerto Rico,XXXXXXXXX,Stacy,18672,Brady,XXXXXXXXX,Corporate,PR,5841 Quaking Cloud Village,725,6,Outdoors,18.28862,-66.03705597,Pacific Asia,Manila,Filipinas,18672,6/1/2018 14:35,85828,1355,69.23999786,0.129999995,189143,532.5800171,0.039999999,1,532.5800171,463.3399963,18.53000069,Southeast Asia,Capital Nacional,COMPLETE,,1355,68,,http://images.acmesports.sports/Lawn+mower,Lawn mower,532.5800171,0,6/6/2018 14:35,Standard Class
TRANSFER,6,4,-11.93000031,29.80999947,Shipping canceled,0,75,Video Games,Detroit,EE. UU.,XXXXXXXXX,Melyssa,19848,Henry,XXXXXXXXX,Home Office,MI,7370 Sleepy Way,48213,9,Discs Shop,42.39391327,-83.00836945,Pacific Asia,Caloocan,Filipinas,19848,6/18/2018 9:36,85829,1362,9.93999958,0.25,189144,39.75,-0.400000006,1,39.75,29.80999947,-11.93000031,Southeast Asia,Capital Nacional,SUSPECTED_FRAUD,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,6/24/2018 9:36,Standard Class
DEBIT,5,4,5.150000095,10.96000004,Late delivery,1,74,Toys,Phoenix,EE. UU.,XXXXXXXXX,Ocean,19607,Vance,XXXXXXXXX,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.58987427,-112.1163712,Pacific Asia,Fuji,Japón,19607,6/14/2018 12:07,85830,1361,0.579999983,0.050000001,189145,11.53999996,0.469999999,1,11.53999996,10.96000004,5.150000095,Eastern Asia,Shizuoka,ON_HOLD,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,6/19/2018 12:07,Standard Class
TRANSFER,4,2,60.54000092,284.25,Late delivery,1,69,Health and Beauty,Elyria,EE. UU.,XXXXXXXXX,Eliana,18771,Rojas,XXXXXXXXX,Corporate,OH,3847 Wishing Front,44035,12,Health and Beauty ,41.36125946,-82.11012268,Pacific Asia,Toowoomba,Australia,18771,6/2/2018 2:24,85831,1356,8.789999962,0.029999999,189146,293.0400085,0.209999993,1,293.0400085,284.25,60.54000092,Oceania,Queensland,PENDING,,1356,69,,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,0,6/6/2018 2:24,Second Class
DEBIT,2,1,5.320000172,11.07999992,Late delivery,1,74,Toys,Virginia Beach,EE. UU.,XXXXXXXXX,Belle,19536,Mcdowell,XXXXXXXXX,Corporate,VA,4182 Rustic Lake Campus,23464,7,Fan Shop,36.80849838,-76.20897675,Pacific Asia,Chongqing,China,19536,6/13/2018 8:34,85832,1361,0.460000008,0.039999999,189147,11.53999996,0.479999989,1,11.53999996,11.07999992,5.320000172,Eastern Asia,Chongqing,ON_HOLD,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,6/15/2018 8:34,First Class
DEBIT,1,0,123.8899994,275.3099976,Late delivery,1,73,Sporting Goods,Elyria,EE. UU.,XXXXXXXXX,Genevieve,19358,Joyce,XXXXXXXXX,Corporate,OH,4776 Crystal River Stead,44035,2,Fitness,41.42148209,-82.09407044,Pacific Asia,Cairns,Australia,19358,6/11/2018 14:06,85833,1360,52.43999863,0.159999996,189148,327.75,0.449999988,1,327.75,275.3099976,123.8899994,Oceania,Queensland,COMPLETE,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,6/12/2018 2:06,Same Day
DEBIT,2,4,21.32999992,242.3999939,Advance shipping,0,71,Music,Methuen,EE. UU.,XXXXXXXXX,Callie,18959,Sandoval,XXXXXXXXX,Consumer,MA,4806 Umber Square,1844,9,Discs Shop,42.72396851,-71.18476868,Pacific Asia,Heyuan,China,18959,6/5/2018 3:20,85834,1358,18.25,0.07,189149,260.6499939,0.090000004,1,260.6499939,242.3999939,21.32999992,Eastern Asia,Guangdong,COMPLETE,,1358,71,,http://images.acmesports.sports/Rock+music,Rock music,260.6499939,0,6/7/2018 3:20,Standard Class
PAYMENT,5,4,-6.349999905,11.18999958,Late delivery,1,74,Toys,Caguas,Puerto Rico,XXXXXXXXX,Raya,19627,Poole,XXXXXXXXX,Home Office,PR,1510 Broad Rise Expressway,725,7,Fan Shop,18.21728897,-66.0370636,Pacific Asia,Fukuyama,Japón,19627,6/14/2018 19:52,85835,1361,0.349999994,0.029999999,189150,11.53999996,-0.569999993,1,11.53999996,11.18999958,-6.349999905,Eastern Asia,Hiroshima,PENDING_PAYMENT,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,6/19/2018 19:52,Standard Class
DEBIT,6,4,16.5699997,207.1900024,Late delivery,1,76,Women's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Jennifer,20658,Ramos,XXXXXXXXX,Home Office,PR,3996 Misty Vale,725,4,Apparel,18.25057793,-66.03704834,Pacific Asia,Rangún,Myanmar (Birmania),20658,6/30/2018 9:12,85836,1363,8.630000114,0.039999999,189151,215.8200073,0.079999998,1,215.8200073,207.1900024,16.5699997,Southeast Asia,Rangún,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,7/5/2018 9:12,Standard Class
DEBIT,5,4,128,266.6700134,Late delivery,1,69,Health and Beauty,Brooklyn,EE. UU.,XXXXXXXXX,Mariam,18802,Daugherty,XXXXXXXXX,Home Office,NY,283 Honey Goose Crescent,11229,12,Health and Beauty ,40.66998673,-73.94486237,Pacific Asia,Guangzhou,China,18802,6/2/2018 14:26,85837,1356,26.37000084,0.090000004,189152,293.0400085,0.479999989,1,293.0400085,266.6700134,128,Eastern Asia,Guangdong,COMPLETE,,1356,69,,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,0,6/7/2018 14:26,Standard Class
DEBIT,2,1,86.22000122,183.4499969,Late delivery,1,76,Women's Clothing,Sacramento,EE. UU.,XXXXXXXXX,Dana,20560,Cardenas,XXXXXXXXX,Corporate,CA,6473 Bright Expressway,95828,4,Apparel,38.50247574,-121.4231873,Pacific Asia,Haikou,China,20560,6/28/2018 19:11,85838,1363,32.36999893,0.150000006,189153,215.8200073,0.469999999,1,215.8200073,183.4499969,86.22000122,Eastern Asia,Hainan,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,6/30/2018 19:11,First Class
TRANSFER,2,1,3.150000095,10.5,Late delivery,1,74,Toys,Chicago,EE. UU.,XXXXXXXXX,Adele,19604,Bray,XXXXXXXXX,Consumer,IL,65 Silent Inlet,60622,7,Fan Shop,41.89463043,-87.77754211,Pacific Asia,Brisbane,Australia,19604,6/14/2018 10:57,85839,1361,1.039999962,0.090000004,189154,11.53999996,0.300000012,1,11.53999996,10.5,3.150000095,Oceania,Queensland,PROCESSING,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,6/16/2018 10:57,First Class
DEBIT,4,4,2.730000019,10.5,Shipping on time,0,74,Toys,Yauco,Puerto Rico,XXXXXXXXX,Zoe,19496,Bush,XXXXXXXXX,Home Office,PR,6269 Silver Bluff Alley,698,7,Fan Shop,18.03334045,-66.85192108,Pacific Asia,Agra,India,19496,6/12/2018 17:03,85840,1361,1.039999962,0.090000004,189155,11.53999996,0.25999999,1,11.53999996,10.5,2.730000019,South Asia,Uttar Pradesh,COMPLETE,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,6/16/2018 17:03,Standard Class
TRANSFER,2,1,60.93999863,179.2200012,Late delivery,1,70,Men's Clothing,New York,EE. UU.,XXXXXXXXX,Freya,18885,Richardson,XXXXXXXXX,Corporate,NY,6502 Red Point,10023,4,Apparel,40.77587891,-73.98165894,Pacific Asia,Padang,Indonesia,18885,6/3/2018 22:38,85841,1357,31.62999916,0.150000006,189156,210.8500061,0.340000004,1,210.8500061,179.2200012,60.93999863,Southeast Asia,Sumatra Occidental,PENDING,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,6/5/2018 22:38,First Class
TRANSFER,2,1,60.93999863,179.2200012,Late delivery,1,70,Men's Clothing,New York,EE. UU.,XXXXXXXXX,Freya,18885,Richardson,XXXXXXXXX,Corporate,NY,6502 Red Point,10023,4,Apparel,40.77587891,-73.98165894,Pacific Asia,Padang,Indonesia,18885,6/3/2018 22:38,85841,1357,31.62999916,0.150000006,189156,210.8500061,0.340000004,1,210.8500061,179.2200012,60.93999863,Southeast Asia,Sumatra Occidental,PENDING,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,6/5/2018 22:38,First Class
TRANSFER,5,4,0.75,37.56000137,Late delivery,1,75,Video Games,Caguas,Puerto Rico,XXXXXXXXX,Skyler,20237,Garner,XXXXXXXXX,Corporate,PR,2513 Sleepy Log Grounds,725,9,Discs Shop,18.24105644,-66.03705597,Pacific Asia,Gold Coast,Australia,20237,6/23/2018 13:55,85842,1362,2.190000057,0.059999999,189157,39.75,0.02,1,39.75,37.56000137,0.75,Oceania,Queensland,PENDING,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,6/28/2018 13:55,Standard Class
DEBIT,2,1,24.57999992,245.8099976,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,XXXXXXXXX,Natalie,19480,Mcfadden,XXXXXXXXX,Corporate,PR,2531 Wishing Square,725,2,Fitness,18.27843857,-66.03705597,Pacific Asia,Sangli,India,19480,6/12/2018 10:51,85843,1360,81.94000244,0.25,189158,327.75,0.100000001,1,327.75,245.8099976,24.57999992,South Asia,Maharashtra,COMPLETE,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,6/14/2018 10:51,First Class
DEBIT,3,4,75.36000061,209.3500061,Advance shipping,0,76,Women's Clothing,Bay Shore,EE. UU.,XXXXXXXXX,Basia,20425,Gould,XXXXXXXXX,Corporate,NY,3907 Rustic Via,11706,4,Apparel,40.72079849,-73.24310303,Pacific Asia,Hanoi,Vietnam,20425,6/26/2018 14:50,85844,1363,6.46999979,0.029999999,189159,215.8200073,0.360000014,1,215.8200073,209.3500061,75.36000061,Southeast Asia,Th? Dô Hà N?i,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,6/29/2018 14:50,Standard Class
DEBIT,5,2,63.49000168,226.7700043,Late delivery,1,71,Music,Caguas,Puerto Rico,XXXXXXXXX,Ainsley,18937,Obrien,XXXXXXXXX,Consumer,PR,1055 Rustic Avenue,725,9,Discs Shop,18.26154709,-66.03705597,Pacific Asia,Melbourne,Australia,18937,6/4/2018 18:48,85845,1358,33.88000107,0.129999995,189160,260.6499939,0.280000001,1,260.6499939,226.7700043,63.49000168,Oceania,Victoria,COMPLETE,,1358,71,,http://images.acmesports.sports/Rock+music,Rock music,260.6499939,0,6/9/2018 18:48,Second Class
PAYMENT,5,4,7.199999809,33.79000092,Late delivery,1,75,Video Games,Dubuque,EE. UU.,XXXXXXXXX,Tallulah,20267,Owens,XXXXXXXXX,Consumer,IA,3065 Foggy Horse Port,52001,9,Discs Shop,42.50378037,-90.6690979,Pacific Asia,Brisbane,Australia,20267,6/24/2018 1:32,85846,1362,5.960000038,0.150000006,189161,39.75,0.209999993,1,39.75,33.79000092,7.199999809,Oceania,Queensland,PENDING_PAYMENT,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,6/29/2018 1:32,Standard Class
CASH,4,4,62.59000015,215.8200073,Shipping on time,0,76,Women's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Freya,20446,Patton,XXXXXXXXX,Corporate,PR,8906 Cotton Alley,725,4,Apparel,18.27649498,-66.0370636,Pacific Asia,Cainta,Filipinas,20446,6/26/2018 22:58,85847,1363,0,0,189162,215.8200073,0.289999992,1,215.8200073,215.8200073,62.59000015,Southeast Asia,Calabarzón,CLOSED,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,6/30/2018 22:58,Standard Class
TRANSFER,4,2,-2.099999905,10.5,Late delivery,1,74,Toys,Caguas,Puerto Rico,XXXXXXXXX,Ainsley,19676,Best,XXXXXXXXX,Corporate,PR,911 Sleepy Cloud Carrefour,725,7,Fan Shop,18.26840019,-66.03705597,Pacific Asia,Bacoor,Filipinas,19676,6/15/2018 14:52,85848,1361,1.039999962,0.090000004,189163,11.53999996,-0.200000003,1,11.53999996,10.5,-2.099999905,Southeast Asia,Calabarzón,PENDING,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,6/19/2018 14:52,Second Class
CASH,4,4,237.4799957,484.6499939,Shipping on time,0,68,Garden,Caguas,Puerto Rico,XXXXXXXXX,Zephr,18711,Kane,XXXXXXXXX,Consumer,PR,8248 Clear Glade,725,6,Outdoors,18.24527741,-66.03705597,Pacific Asia,Mildura,Australia,18711,6/1/2018 3:08,85849,1355,47.93000031,0.090000004,189164,532.5800171,0.49000001,1,532.5800171,484.6499939,237.4799957,Oceania,Victoria,CLOSED,,1355,68,,http://images.acmesports.sports/Lawn+mower,Lawn mower,532.5800171,0,6/5/2018 3:08,Standard Class
CASH,6,2,4.909999847,10.90999985,Late delivery,1,74,Toys,Amarillo,EE. UU.,XXXXXXXXX,Leigh,19678,Caldwell,XXXXXXXXX,Corporate,TX,852 Hazy Gate Circuit,79109,7,Fan Shop,35.22217941,-101.8606262,Pacific Asia,Caloundra,Australia,19678,6/15/2018 15:39,85850,1361,0.629999995,0.059999999,189165,11.53999996,0.449999988,1,11.53999996,10.90999985,4.909999847,Oceania,Queensland,CLOSED,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,6/21/2018 15:39,Second Class
CASH,2,1,31.45999908,314.6400146,Late delivery,1,73,Sporting Goods,Garden Grove,EE. UU.,XXXXXXXXX,Brenna,19385,Wyatt,XXXXXXXXX,Corporate,CA,3068 Indian Quail Cove,92843,2,Fitness,33.76652145,-117.9461899,Pacific Asia,Rajkot,India,19385,6/12/2018 0:34,85851,1360,13.10999966,0.039999999,189166,327.75,0.100000001,1,327.75,314.6400146,31.45999908,South Asia,Guyarat,CLOSED,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,6/14/2018 0:34,First Class
TRANSFER,6,4,78,278.5899963,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,XXXXXXXXX,Brianna,19323,Cohen,XXXXXXXXX,Consumer,PR,9686 Stony Zephyr Ledge,725,2,Fitness,18.21919632,-66.0370636,Pacific Asia,Toowoomba,Australia,19323,6/11/2018 0:32,85852,1360,49.15999985,0.150000006,189167,327.75,0.280000001,1,327.75,278.5899963,78,Oceania,Queensland,PENDING,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,6/17/2018 0:32,Standard Class
DEBIT,2,4,-25.38999939,9.229999542,Advance shipping,0,74,Toys,Caguas,Puerto Rico,XXXXXXXXX,Xena,19704,Butler,XXXXXXXXX,Consumer,PR,8333 Red Passage,725,7,Fan Shop,18.26992989,-66.03705597,Pacific Asia,Nom Pen,Camboya,19704,6/16/2018 1:44,85853,1361,2.309999943,0.200000003,189168,11.53999996,-2.75,1,11.53999996,9.229999542,-25.38999939,Southeast Asia,Nom Pen,COMPLETE,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,6/18/2018 1:44,Standard Class
CASH,3,4,154.4499969,532.5800171,Advance shipping,0,68,Garden,San Jose,EE. UU.,XXXXXXXXX,Blair,18665,Wynn,XXXXXXXXX,Corporate,CA,7651 Round Path,95112,6,Outdoors,37.33271027,-121.8783722,Pacific Asia,Manila,Filipinas,18665,6/1/2018 11:52,85854,1355,0,0,189169,532.5800171,0.289999992,1,532.5800171,532.5800171,154.4499969,Southeast Asia,Capital Nacional,CLOSED,,1355,68,,http://images.acmesports.sports/Lawn+mower,Lawn mower,532.5800171,0,6/4/2018 11:52,Standard Class
PAYMENT,5,4,0,32.59999847,Late delivery,1,75,Video Games,New Castle,EE. UU.,XXXXXXXXX,Aspen,20192,Acevedo,XXXXXXXXX,Consumer,DE,9871 Cotton Highway,19720,9,Discs Shop,39.66024399,-75.62874603,Pacific Asia,Guangzhou,China,20192,6/22/2018 20:27,85855,1362,7.159999847,0.180000007,189170,39.75,0,1,39.75,32.59999847,0,Eastern Asia,Guangdong,PENDING_PAYMENT,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,6/27/2018 20:27,Standard Class
TRANSFER,2,4,60.54000092,183.4499969,Advance shipping,0,76,Women's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Lucy,20434,Neal,XXXXXXXXX,Consumer,PR,2136 Silver Canyon,725,4,Apparel,18.24727631,-66.03705597,Pacific Asia,Visakhapatnam,India,20434,6/27/2018 2:11,85856,1363,32.36999893,0.150000006,189171,215.8200073,0.330000013,1,215.8200073,183.4499969,60.54000092,South Asia,Andhra Pradesh,PROCESSING,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,6/29/2018 2:11,Standard Class
PAYMENT,2,1,80.27999878,229.3699951,Late delivery,1,71,Music,Caguas,Puerto Rico,XXXXXXXXX,Amela,18974,Roberson,XXXXXXXXX,Corporate,PR,8263 Fallen Bluff Circuit,725,9,Discs Shop,18.25440216,-66.0370636,Pacific Asia,Geraldton,Australia,18974,6/5/2018 9:10,85857,1358,31.28000069,0.119999997,189172,260.6499939,0.349999994,1,260.6499939,229.3699951,80.27999878,Oceania,Australia Occidental,PENDING_PAYMENT,,1358,71,,http://images.acmesports.sports/Rock+music,Rock music,260.6499939,0,6/7/2018 9:10,First Class
TRANSFER,3,4,98.52999878,218.9499969,Advance shipping,0,71,Music,South San Francisco,EE. UU.,XXXXXXXXX,Regina,18935,Nixon,XXXXXXXXX,Consumer,CA,1982 Rocky Parkway,94080,9,Discs Shop,37.67061997,-122.4532928,Pacific Asia,Parbhani,India,18935,6/4/2018 18:02,85858,1358,41.70000076,0.159999996,189173,260.6499939,0.449999988,1,260.6499939,218.9499969,98.52999878,South Asia,Maharashtra,PROCESSING,,1358,71,,http://images.acmesports.sports/Rock+music,Rock music,260.6499939,0,6/7/2018 18:02,Standard Class
DEBIT,3,4,37.77000046,215.8200073,Advance shipping,0,76,Women's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Taylor,20410,Osborn,XXXXXXXXX,Consumer,PR,8893 Indian Swale,725,4,Apparel,18.22299194,-66.03705597,Pacific Asia,Sydney,Australia,20410,6/26/2018 9:00,85859,1363,,0,189174,215.8200073,0.180000007,1,215.8200073,215.8200073,37.77000046,Oceania,Nueva Gales del Sur,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,6/29/2018 9:00,Standard Class
DEBIT,4,4,5.679999828,69.20999908,Shipping on time,0,72,Pet Supplies,Caguas,Puerto Rico,XXXXXXXXX,Carolyn,19056,Rhodes,XXXXXXXXX,Corporate,PR,4379 Heather Parkway,725,11,Pet Shop,18.23806381,-66.03705597,Pacific Asia,Launceston,Australia,19056,6/6/2018 16:57,85860,1359,15.18999958,0.180000007,189175,84.40000153,0.079999998,1,84.40000153,69.20999908,5.679999828,Oceania,Tasmania,COMPLETE,,1359,72,,http://images.acmesports.sports/Adult+dog+supplies,Adult dog supplies,84.40000153,0,6/10/2018 16:57,Standard Class
