Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,2,1,95.40000153,304.8099976,Late delivery,1,73,Sporting Goods,Ontario,EE. UU.,XXXXXXXXX,Jamalia,19328,Randall,XXXXXXXXX,Corporate,CA,6030 Honey Pond Thicket,91764,2,Fitness,34.07656479,-117.61409,Pacific Asia,Suzhou,China,19328,3/11/2018 2:28,79340,1360,,0.07,182655,327.75,0.310000002,1,327.75,304.8099976,95.40000153,Eastern Asia,Gansu,COMPLETE,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,3/13/2018 2:28,First Class
TRANSFER,3,4,-8.609999657,36.97000122,Advance shipping,0,75,Video Games,Caguas,Puerto Rico,XXXXXXXXX,Carolyn,20020,Baker,XXXXXXXXX,Consumer,PR,4791 Harvest Quail Limits,725,9,Discs Shop,18.27241707,-66.03704834,Pacific Asia,Antipolo,Filipinas,20020,3/21/2018 4:18,79341,1362,2.779999971,0.07,182656,39.75,-0.230000004,1,39.75,36.97000122,-8.609999657,Southeast Asia,Calabarzón,PENDING,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,3/24/2018 4:18,Standard Class
CASH,2,1,86.02999878,179.2200012,Late delivery,1,70,Men's Clothing,Aurora,EE. UU.,XXXXXXXXX,Heidi,18867,Bush,XXXXXXXXX,Corporate,CO,588 Silent Ledge,80010,4,Apparel,39.72524643,-104.8658752,Pacific Asia,Hanoi,Vietnam,18867,3/3/2018 15:39,79342,1357,31.62999916,0.150000006,182657,210.8500061,0.479999989,1,210.8500061,179.2200012,86.02999878,Southeast Asia,Th? Dô Hà N?i,CLOSED,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,3/5/2018 15:39,First Class
DEBIT,6,4,40.97000122,327.75,Late delivery,1,73,Sporting Goods,Mesa,EE. UU.,XXXXXXXXX,Ella,19353,Mcmahon,XXXXXXXXX,Consumer,AZ,6718 High Panda Dell,85204,2,Fitness,33.41001129,-111.7717972,Pacific Asia,Jaipur,India,19353,3/11/2018 12:09,79343,1360,0,0,182658,327.75,0.129999995,1,327.75,327.75,40.97000122,South Asia,Rajastán,COMPLETE,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,3/17/2018 12:09,Standard Class
TRANSFER,2,4,56.33000183,187.7599945,Advance shipping,0,76,Women's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Gay,20669,Turner,XXXXXXXXX,Home Office,PR,6829 Umber Isle,725,4,Apparel,18.21903229,-66.0370636,Pacific Asia,Rangún,Myanmar (Birmania),20669,3/30/2018 13:29,79344,1363,28.05999947,0.129999995,182659,215.8200073,0.300000012,1,215.8200073,187.7599945,56.33000183,Southeast Asia,Rangún,PROCESSING,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,4/1/2018 13:29,Standard Class
TRANSFER,3,4,-6.800000191,36.16999817,Advance shipping,0,75,Video Games,Harlingen,EE. UU.,XXXXXXXXX,Doris,20235,Logan,XXXXXXXXX,Home Office,TX,1906 Cozy Woods,78550,9,Discs Shop,26.21649933,-97.59871674,Pacific Asia,Zhaoyuan,China,20235,3/23/2018 13:08,79345,1362,3.579999924,0.090000004,182660,39.75,-0.189999998,1,39.75,36.16999817,-6.800000191,Eastern Asia,Heilongjiang,PROCESSING,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,3/26/2018 13:08,Standard Class
TRANSFER,5,4,4.150000095,9.229999542,Shipping canceled,0,74,Toys,Broomfield,EE. UU.,XXXXXXXXX,Azalia,19722,Mcintyre,XXXXXXXXX,Consumer,CO,1996 Easy Parade,80020,7,Fan Shop,39.91994858,-105.0687027,Pacific Asia,Bucheon,Corea del Sur,19722,3/16/2018 8:43,79346,1361,2.309999943,0.200000003,182661,11.53999996,0.449999988,1,11.53999996,9.229999542,4.150000095,Eastern Asia,Gyeonggi,SUSPECTED_FRAUD,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,3/21/2018 8:43,Standard Class
TRANSFER,6,2,123.8600006,258.0400085,Shipping canceled,0,71,Music,Caguas,Puerto Rico,XXXXXXXXX,Quail,18983,Lopez,XXXXXXXXX,Consumer,PR,9163 Round Forest,725,9,Discs Shop,18.21566391,-66.03705597,Pacific Asia,Rangún,Myanmar (Birmania),18983,3/5/2018 12:39,79347,1358,2.609999895,0.01,182662,260.6499939,0.479999989,1,260.6499939,258.0400085,123.8600006,Southeast Asia,Rangún,CANCELED,,1358,71,,http://images.acmesports.sports/Rock+music,Rock music,260.6499939,0,3/11/2018 12:39,Second Class
TRANSFER,2,2,-9.369999886,39.34999847,Shipping on time,0,75,Video Games,Garland,EE. UU.,XXXXXXXXX,Carol,20134,Gibson,XXXXXXXXX,Consumer,TX,3775 Quaking Inlet,75043,9,Discs Shop,32.95108414,-96.65323639,Pacific Asia,Melbourne,Australia,20134,3/21/2018 21:58,79348,1362,0.400000006,0.01,182663,39.75,-0.239999995,1,39.75,39.34999847,-9.369999886,Oceania,Victoria,PROCESSING,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,3/23/2018 21:58,Second Class
TRANSFER,5,4,104.6900024,213.6600037,Late delivery,1,76,Women's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Teagan,20427,Cotton,XXXXXXXXX,Corporate,PR,5258 Umber Dale Woods,725,4,Apparel,18.27131271,-66.03705597,Pacific Asia,Yakarta,Indonesia,20427,3/26/2018 15:37,79349,1363,2.160000086,0.01,182664,215.8200073,0.49000001,1,215.8200073,213.6600037,104.6900024,Southeast Asia,Yakarta,PROCESSING,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,3/31/2018 15:37,Standard Class
DEBIT,1,0,123.8899994,275.3099976,Late delivery,1,73,Sporting Goods,Elyria,EE. UU.,XXXXXXXXX,Genevieve,19358,Joyce,XXXXXXXXX,Corporate,OH,4776 Crystal River Stead,44035,2,Fitness,41.42148209,-82.09407044,Pacific Asia,Cairns,Australia,19358,3/11/2018 14:06,79350,1360,52.43999863,0.159999996,182665,327.75,0.449999988,1,327.75,275.3099976,123.8899994,Oceania,Queensland,COMPLETE,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,3/12/2018 2:06,Same Day
CASH,2,1,-486.7099915,294.980011,Late delivery,1,73,Sporting Goods,Webster,EE. UU.,XXXXXXXXX,Patience,19326,Cote,XXXXXXXXX,Consumer,NY,3867 Middle Leaf By-pass,14580,2,Fitness,42.42012024,-79.31320953,Pacific Asia,Medan,Indonesia,19326,3/11/2018 1:41,79351,1360,32.77999878,0.100000001,182666,327.75,-1.649999976,1,327.75,294.980011,-486.7099915,Southeast Asia,Sumatra Septentrional,CLOSED,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,3/13/2018 1:41,First Class
PAYMENT,2,1,-2.279999971,11.42000008,Late delivery,1,74,Toys,West Chester,EE. UU.,XXXXXXXXX,Illana,19503,Wilkerson,XXXXXXXXX,Consumer,PA,5344 Silver Alley,19382,7,Fan Shop,39.96621323,-75.53662109,Pacific Asia,Melbourne,Australia,19503,3/12/2018 19:47,79352,1361,0.119999997,0.01,182667,11.53999996,-0.200000003,1,11.53999996,11.42000008,-2.279999971,Oceania,Victoria,PENDING_PAYMENT,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,3/14/2018 19:47,First Class
TRANSFER,2,1,51.65999985,516.5999756,Late delivery,1,68,Garden,Pompano Beach,EE. UU.,XXXXXXXXX,Moana,18680,Gallegos,XXXXXXXXX,Home Office,FL,5875 Grand Campus,33068,6,Outdoors,26.21472931,-80.23004913,Pacific Asia,Surat,India,18680,3/1/2018 17:42,79353,1355,15.97999954,0.029999999,182668,532.5800171,0.100000001,1,532.5800171,516.5999756,51.65999985,South Asia,Guyarat,PENDING,,1355,68,,http://images.acmesports.sports/Lawn+mower,Lawn mower,532.5800171,0,3/3/2018 17:42,First Class
CASH,5,4,-52.15000153,32.59999847,Late delivery,1,75,Video Games,Milford,EE. UU.,XXXXXXXXX,Lynn,20012,Mcleod,XXXXXXXXX,Consumer,CT,3587 Thunder Rise,6460,9,Discs Shop,41.1966362,-73.08577728,Pacific Asia,Seremban,Malasia,20012,3/21/2018 1:12,79354,1362,7.159999847,0.180000007,182669,39.75,-1.600000024,1,39.75,32.59999847,-52.15000153,Southeast Asia,Negeri Sembilan,CLOSED,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,3/26/2018 1:12,Standard Class
DEBIT,2,1,0,257.8800049,Late delivery,1,69,Health and Beauty,Salt Lake City,EE. UU.,XXXXXXXXX,Veda,18854,Benson,XXXXXXXXX,Consumer,UT,4186 Umber Fawn Grounds,84118,12,Health and Beauty ,40.6528244,-111.9906769,Pacific Asia,Kwinana,Australia,18854,3/3/2018 10:36,79355,1356,35.15999985,0.119999997,182670,293.0400085,0,1,293.0400085,257.8800049,0,Oceania,Australia Occidental,COMPLETE,,1356,69,,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,0,3/5/2018 10:36,First Class
PAYMENT,2,4,50.5,194.2400055,Advance shipping,0,76,Women's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Ivory,20419,Cannon,XXXXXXXXX,Consumer,PR,5032 Crystal Rabbit Private,725,4,Apparel,18.22952652,-66.03705597,Pacific Asia,Rangún,Myanmar (Birmania),20419,3/26/2018 12:31,79356,1363,21.57999992,0.100000001,182671,215.8200073,0.25999999,1,215.8200073,194.2400055,50.5,Southeast Asia,Rangún,PAYMENT_REVIEW,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,3/28/2018 12:31,Standard Class
PAYMENT,5,4,106.8300018,213.6600037,Late delivery,1,76,Women's Clothing,Weslaco,EE. UU.,XXXXXXXXX,Blythe,20607,Taylor,XXXXXXXXX,Consumer,TX,2576 Misty By-pass,78596,4,Apparel,26.14579964,-97.95825195,Pacific Asia,Manila,Filipinas,20607,3/29/2018 13:25,79357,1363,2.160000086,0.01,182672,215.8200073,0.5,1,215.8200073,213.6600037,106.8300018,Southeast Asia,Capital Nacional,PENDING_PAYMENT,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,4/3/2018 13:25,Standard Class
DEBIT,2,4,5.320000172,70.90000153,Advance shipping,0,72,Pet Supplies,Caguas,Puerto Rico,XXXXXXXXX,Allegra,19184,Talley,XXXXXXXXX,Corporate,PR,9430 Heather Mountain Farms,725,11,Pet Shop,18.23828888,-66.03704834,Pacific Asia,Shouguang,China,19184,3/8/2018 18:37,79358,1359,13.5,0.159999996,182673,84.40000153,0.079999998,1,84.40000153,70.90000153,5.320000172,Eastern Asia,Shandong,COMPLETE,,1359,72,,http://images.acmesports.sports/Adult+dog+supplies,Adult dog supplies,84.40000153,0,3/10/2018 18:37,Standard Class
PAYMENT,3,4,-55.25999832,81.87000275,Advance shipping,0,72,Pet Supplies,New York,EE. UU.,XXXXXXXXX,Martina,19050,Robinson,XXXXXXXXX,Corporate,NY,4232 Rustic Pine Canyon,10021,11,Pet Shop,40.77030945,-73.95845795,Pacific Asia,Manila,Filipinas,19050,3/6/2018 14:38,79359,1359,2.529999971,0.029999999,182674,84.40000153,-0.680000007,1,84.40000153,81.87000275,-55.25999832,Southeast Asia,Capital Nacional,PENDING_PAYMENT,,1359,72,,http://images.acmesports.sports/Adult+dog+supplies,Adult dog supplies,84.40000153,0,3/9/2018 14:38,Standard Class
TRANSFER,3,4,11.85999966,158.1399994,Advance shipping,0,70,Men's Clothing,El Paso,EE. UU.,XXXXXXXXX,Lareina,18880,Daniels,XXXXXXXXX,Corporate,TX,4187 Quiet Butterfly Grove,79927,4,Apparel,31.65174103,-106.2676239,Pacific Asia,Qingdao,China,18880,3/3/2018 20:42,79360,1357,52.70999908,0.25,182675,210.8500061,0.079999998,1,210.8500061,158.1399994,11.85999966,Eastern Asia,Shandong,PROCESSING,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,3/6/2018 20:42,Standard Class
TRANSFER,3,4,17.29000092,34.58000183,Advance shipping,0,75,Video Games,Caguas,Puerto Rico,XXXXXXXXX,Hermione,20340,Waters,XXXXXXXXX,Consumer,PR,2225 Clear Gardens,725,9,Discs Shop,18.24539566,-66.0370636,Pacific Asia,Sydney,Australia,20340,3/25/2018 5:52,79361,1362,5.170000076,0.129999995,182676,39.75,0.5,1,39.75,34.58000183,17.29000092,Oceania,Nueva Gales del Sur,PROCESSING,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,3/28/2018 5:52,Standard Class
PAYMENT,3,4,54.45000076,187.7599945,Advance shipping,0,76,Women's Clothing,Cleveland,EE. UU.,XXXXXXXXX,Minerva,20525,Porter,XXXXXXXXX,Corporate,OH,529 Noble Oak End,44105,4,Apparel,41.54474258,-81.59326172,Pacific Asia,Changwon,Corea del Sur,20525,3/28/2018 5:37,79362,1363,28.05999947,0.129999995,182677,215.8200073,0.289999992,1,215.8200073,187.7599945,54.45000076,Eastern Asia,Gyeongsangnam,PENDING_PAYMENT,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,3/31/2018 5:37,Standard Class
DEBIT,0,0,16.28000069,36.16999817,Shipping on time,0,75,Video Games,Ventura,EE. UU.,XXXXXXXXX,September,20091,Lambert,XXXXXXXXX,Home Office,CA,8370 Gentle Branch Subdivision,93003,9,Discs Shop,34.36475754,-119.3069458,Pacific Asia,Dewas,India,20091,3/21/2018 5:17,79363,1362,3.579999924,0.090000004,182678,39.75,0.449999988,1,39.75,36.16999817,16.28000069,South Asia,Madhya Pradesh,COMPLETE,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,3/21/2018 17:17,Same Day
TRANSFER,3,4,110.1200027,314.6400146,Shipping canceled,0,73,Sporting Goods,Anaheim,EE. UU.,XXXXXXXXX,Nayda,19295,Nichols,XXXXXXXXX,Consumer,CA,5768 Gentle Nectar Chase,92805,2,Fitness,33.83805847,-117.9110107,Pacific Asia,Jiangyan,China,19295,3/10/2018 13:40,79364,1360,13.10999966,0.039999999,182679,327.75,0.349999994,1,327.75,314.6400146,110.1200027,Eastern Asia,Jiangsu,SUSPECTED_FRAUD,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,3/13/2018 13:40,Standard Class
TRANSFER,6,4,103.5899963,215.8200073,Late delivery,1,76,Women's Clothing,Aurora,EE. UU.,XXXXXXXXX,Jael,20428,Hull,XXXXXXXXX,Home Office,CO,599 Clear Gardens,80012,4,Apparel,40.00374222,-105.2868195,Pacific Asia,Caloocan,Filipinas,20428,3/26/2018 16:00,79365,1363,0,0,182680,215.8200073,0.479999989,1,215.8200073,215.8200073,103.5899963,Southeast Asia,Capital Nacional,PROCESSING,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,4/1/2018 16:00,Standard Class
TRANSFER,2,1,10.35999966,138.0800018,Late delivery,1,67,DVDs,Caguas,Puerto Rico,XXXXXXXXX,Regina,18635,Hunter,XXXXXXXXX,Consumer,PR,8762 Shady Cloud Thicket,725,9,Discs Shop,18.21054649,-66.0370636,Pacific Asia,Cangzhou,China,18635,3/1/2018 0:14,79366,1354,26.29999924,0.159999996,182681,164.3800049,0.079999998,1,164.3800049,138.0800018,10.35999966,Eastern Asia,Hebei,PROCESSING,,1354,67,,http://images.acmesports.sports/DVDs,DVDs ,164.3800049,0,3/3/2018 0:14,First Class
DEBIT,2,1,86.22000122,183.4499969,Late delivery,1,76,Women's Clothing,Sacramento,EE. UU.,XXXXXXXXX,Dana,20560,Cardenas,XXXXXXXXX,Corporate,CA,6473 Bright Expressway,95828,4,Apparel,38.50247574,-121.4231873,Pacific Asia,Haikou,China,20560,3/28/2018 19:11,79367,1363,32.36999893,0.150000006,182682,215.8200073,0.469999999,1,215.8200073,183.4499969,86.22000122,Eastern Asia,Hainan,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,3/30/2018 19:11,First Class
DEBIT,3,4,3.109999895,11.31000042,Advance shipping,0,74,Toys,Caguas,Puerto Rico,XXXXXXXXX,Hannah,19700,Curtis,XXXXXXXXX,Corporate,PR,245 Lost Way,725,7,Fan Shop,18.29317093,-66.03705597,Pacific Asia,Nom Pen,Camboya,19700,3/16/2018 0:11,79368,1361,0.230000004,0.02,182683,11.53999996,0.280000001,1,11.53999996,11.31000042,3.109999895,Southeast Asia,Nom Pen,COMPLETE,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,3/19/2018 0:11,Standard Class
DEBIT,6,4,85.26999664,284.25,Late delivery,1,69,Health and Beauty,Humacao,Puerto Rico,XXXXXXXXX,Sage,18753,Morse,XXXXXXXXX,Corporate,PR,7625 Colonial Branch Row,791,12,Health and Beauty ,18.1501503,-65.82595062,Pacific Asia,Perth,Australia,18753,3/1/2018 19:26,79369,1356,8.789999962,0.029999999,182684,293.0400085,0.300000012,1,293.0400085,284.25,85.26999664,Oceania,Australia Occidental,COMPLETE,,1356,69,,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,0,3/7/2018 19:26,Standard Class
TRANSFER,2,1,1.279999971,11.31000042,Late delivery,1,74,Toys,San Marcos,EE. UU.,XXXXXXXXX,Brooke,19556,Vasquez,XXXXXXXXX,Corporate,CA,8324 Little Common,92069,7,Fan Shop,33.1467514,-117.1695328,Pacific Asia,Noda,Japón,19556,3/13/2018 16:20,79370,1361,0.230000004,0.02,182685,11.53999996,0.109999999,1,11.53999996,11.31000042,1.279999971,Eastern Asia,Chiba,PROCESSING,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,3/15/2018 16:20,First Class
TRANSFER,2,1,4.21999979,33.79000092,Late delivery,1,75,Video Games,Caguas,Puerto Rico,XXXXXXXXX,Roary,20123,Townsend,XXXXXXXXX,Corporate,PR,8261 Lazy Lookout,725,9,Discs Shop,18.23963928,-66.03705597,Pacific Asia,Pekín,China,20123,3/21/2018 17:41,79371,1362,5.960000038,0.150000006,182686,39.75,0.129999995,1,39.75,33.79000092,4.21999979,Eastern Asia,Pekín,PROCESSING,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,3/23/2018 17:41,First Class
CASH,2,1,2.49000001,9.579999924,Late delivery,1,74,Toys,San Antonio,EE. UU.,XXXXXXXXX,Winifred,19634,Powers,XXXXXXXXX,Corporate,TX,7885 Sleepy Cove,78240,7,Fan Shop,29.52998352,-98.60829163,Pacific Asia,Griffith,Australia,19634,3/14/2018 22:35,79372,1361,1.960000038,0.170000002,182687,11.53999996,0.25999999,1,11.53999996,9.579999924,2.49000001,Oceania,Nueva Gales del Sur,CLOSED,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,3/16/2018 22:35,First Class
